name,value,type
Brazil Real,89772.185,fiat
Canadian Dollar,23527.065,fiat
Swiss Franc,16026.357,fiat
Chilean Peso,14771449.32,fiat
Chinese Yuan,119245.501,fiat
Czech Koruna,394910.21,fiat
Danish Krone,121033.061,fiat
Euro,16258.26,fiat
British Pound Sterling,13982.163,fiat
Hong Kong Dollar,133442.292,fiat
Hungarian Forint,6811237.514,fiat
Indonesian Rupiah,267414168.739,fiat
Israeli New Shekel,58597.86,fiat
Indian Rupee,1412929.026,fiat
Japanese Yen,2340709.276,fiat
South Korean Won,22353411.386,fiat
Kuwaiti Dinar,5257.808,fiat
Sri Lankan Rupee,6302845.491,fiat
Burmese Kyat,36016252.672,fiat
Mexican Peso,338950.843,fiat
Malaysian Ringgit,75469.992,fiat
Nigerian Naira,7606228.851,fiat
Norwegian Krone,171478.928,fiat
New Zealand Dollar,26724.843,fiat
Philippine Peso,949052.062,fiat
Pakistani Rupee,3853736.366,fiat
Polish Zloty,76310.642,fiat
Russian Ruble,1071421.988,fiat
Saudi Riyal,64443.044,fiat
Swedish Krona,177387.474,fiat
Singapore Dollar,23239.993,fiat
Thai Baht,593421.176,fiat
Turkish Lira,319654.451,fiat
New Taiwan Dollar,526305.292,fiat
Ukrainian hryvnia,630197.813,fiat
Venezuelan bolívar fuerte,1716.091,fiat
Vietnamese đồng,407899584.439,fiat
South African Rand,297430.607,fiat
IMF Special Drawing Rights,12940.305,fiat
Silver - Troy Ounce,729.925,commodity
Gold - Troy Ounce,9.536,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.524,crypto
Litecoin,223.954,crypto
Bitcoin Cash,157.149,crypto
Binance Coin,59.525,crypto
EOS,16443.585,crypto
XRP,44142.269,crypto
Lumens,200534.563,crypto
Chainlink,2500.914,crypto
Polkadot,3245.403,crypto
Yearn.finance,2.496,crypto
US Dollar,17133.876,fiat
United Arab Emirates Dirham,62932.727,fiat
Argentine Peso,2911530.718,fiat
Australian Dollar,25207.992,fiat
Bangladeshi Taka,1772021.067,fiat
Bahraini Dinar,6449.67,fiat
Bermudian Dollar,17133.876,fiat
Brazil Real,89747.243,fiat
Canadian Dollar,23520.528,fiat
Swiss Franc,16021.904,fiat
Chilean Peso,14767345.251,fiat
Chinese Yuan,119212.37,fiat
Czech Koruna,394800.489,fiat
Danish Krone,120999.433,fiat
Euro,16253.743,fiat
British Pound Sterling,13978.278,fiat
Hong Kong Dollar,133405.217,fiat
Hungarian Forint,6809345.094,fiat
Indonesian Rupiah,267339870.935,fiat
Israeli New Shekel,58581.579,fiat
Indian Rupee,1412536.46,fiat
Japanese Yen,2340058.938,fiat
South Korean Won,22347200.76,fiat
Kuwaiti Dinar,5256.347,fiat
Sri Lankan Rupee,6301094.322,fiat
Burmese Kyat,36006245.99,fiat
Mexican Peso,338856.67,fiat
Malaysian Ringgit,75449.024,fiat
Nigerian Naira,7604115.552,fiat
Norwegian Krone,171431.285,fiat
New Zealand Dollar,26717.418,fiat
Philippine Peso,948788.379,fiat
Pakistani Rupee,3852665.652,fiat
Polish Zloty,76289.44,fiat
Russian Ruble,1071124.307,fiat
Saudi Riyal,64425.139,fiat
Swedish Krona,177338.189,fiat
Singapore Dollar,23233.536,fiat
Thai Baht,593256.301,fiat
Turkish Lira,319565.639,fiat
New Taiwan Dollar,526159.065,fiat
Ukrainian hryvnia,630022.721,fiat
Venezuelan bolívar fuerte,1715.615,fiat
Vietnamese đồng,407786254.455,fiat
South African Rand,297347.97,fiat
IMF Special Drawing Rights,12936.71,fiat
Silver - Troy Ounce,729.722,commodity
Gold - Troy Ounce,9.533,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.523,crypto
Litecoin,223.925,crypto
Bitcoin Cash,157.144,crypto
Binance Coin,59.525,crypto
EOS,16439.236,crypto
XRP,44136.889,crypto
Lumens,200495.684,crypto
Chainlink,2500.429,crypto
Polkadot,3245.367,crypto
Yearn.finance,2.496,crypto
US Dollar,17144.772,fiat
United Arab Emirates Dirham,62972.747,fiat
Argentine Peso,2913382.22,fiat
Australian Dollar,25224.022,fiat
Bangladeshi Taka,1773147.932,fiat
Bahraini Dinar,6453.772,fiat
Bermudian Dollar,17144.772,fiat
Brazil Real,89804.315,fiat
Canadian Dollar,23535.485,fiat
Swiss Franc,16032.093,fiat
Chilean Peso,14776736.111,fiat
Chinese Yuan,119288.18,fiat
Czech Koruna,395051.551,fiat
Danish Krone,121076.38,fiat
Euro,16264.079,fiat
British Pound Sterling,13987.167,fiat
Hong Kong Dollar,133490.052,fiat
Hungarian Forint,6813675.297,fiat
Indonesian Rupiah,267509877.873,fiat
Israeli New Shekel,58618.832,fiat
Indian Rupee,1413434.722,fiat
Japanese Yen,2341547.03,fiat
South Korean Won,22361411.806,fiat
Kuwaiti Dinar,5259.69,fiat
Sri Lankan Rupee,6305101.318,fiat
Burmese Kyat,36029143.105,fiat
Mexican Peso,339072.156,fiat
Malaysian Ringgit,75497.003,fiat
Nigerian Naira,7608951.166,fiat
Norwegian Krone,171540.301,fiat
New Zealand Dollar,26734.408,fiat
Philippine Peso,949391.733,fiat
Pakistani Rupee,3855115.642,fiat
Polish Zloty,76337.954,fiat
Russian Ruble,1071805.457,fiat
Saudi Riyal,64466.108,fiat
Swedish Krona,177450.962,fiat
Singapore Dollar,23248.31,fiat
Thai Baht,593633.565,fiat
Turkish Lira,319768.857,fiat
New Taiwan Dollar,526493.66,fiat
Ukrainian hryvnia,630423.365,fiat
Venezuelan bolívar fuerte,1716.706,fiat
Vietnamese đồng,408045574.144,fiat
South African Rand,297537.06,fiat
IMF Special Drawing Rights,12944.937,fiat
Silver - Troy Ounce,730.186,commodity
Gold - Troy Ounce,9.539,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.52,crypto
Litecoin,223.893,crypto
Bitcoin Cash,157.145,crypto
Binance Coin,59.527,crypto
EOS,16432.533,crypto
XRP,44138.388,crypto
Lumens,200451.06,crypto
Chainlink,2500.153,crypto
Polkadot,3245.141,crypto
Yearn.finance,2.496,crypto
US Dollar,17142.243,fiat
United Arab Emirates Dirham,62963.461,fiat
Argentine Peso,2912952.622,fiat
Australian Dollar,25220.303,fiat
Bangladeshi Taka,1772886.469,fiat
Bahraini Dinar,6452.82,fiat
Bermudian Dollar,17142.243,fiat
Brazil Real,89791.073,fiat
Canadian Dollar,23532.015,fiat
Swiss Franc,16029.729,fiat
Chilean Peso,14774557.178,fiat
Chinese Yuan,119270.59,fiat
Czech Koruna,394993.298,fiat
Danish Krone,121058.526,fiat
Euro,16261.681,fiat
British Pound Sterling,13985.105,fiat
Hong Kong Dollar,133470.368,fiat
Hungarian Forint,6812670.573,fiat
Indonesian Rupiah,267470431.684,fiat
Israeli New Shekel,58610.189,fiat
Indian Rupee,1413226.301,fiat
Japanese Yen,2341201.752,fiat
South Korean Won,22358114.46,fiat
Kuwaiti Dinar,5258.914,fiat
Sri Lankan Rupee,6304171.587,fiat
Burmese Kyat,36023830.358,fiat
Mexican Peso,339022.157,fiat
Malaysian Ringgit,75485.871,fiat
Nigerian Naira,7607829.173,fiat
Norwegian Krone,171515.007,fiat
New Zealand Dollar,26730.466,fiat
Philippine Peso,949251.739,fiat
Pakistani Rupee,3854547.178,fiat
Polish Zloty,76326.698,fiat
Russian Ruble,1071647.412,fiat
Saudi Riyal,64456.602,fiat
Swedish Krona,177424.795,fiat
Singapore Dollar,23244.882,fiat
Thai Baht,593546.029,fiat
Turkish Lira,319721.705,fiat
New Taiwan Dollar,526416.025,fiat
Ukrainian hryvnia,630330.405,fiat
Venezuelan bolívar fuerte,1716.452,fiat
Vietnamese đồng,407985404.992,fiat
South African Rand,297493.186,fiat
IMF Special Drawing Rights,12943.028,fiat
Silver - Troy Ounce,730.079,commodity
Gold - Troy Ounce,9.538,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.517,crypto
Litecoin,223.759,crypto
Bitcoin Cash,157.141,crypto
Binance Coin,59.537,crypto
EOS,16427.005,crypto
XRP,44147.189,crypto
Lumens,200415.309,crypto
Chainlink,2499.815,crypto
Polkadot,3243.555,crypto
Yearn.finance,2.495,crypto
US Dollar,17147.38,fiat
United Arab Emirates Dirham,62982.327,fiat
Argentine Peso,2913825.419,fiat
Australian Dollar,25227.86,fiat
Bangladeshi Taka,1773417.672,fiat
Bahraini Dinar,6454.754,fiat
Bermudian Dollar,17147.38,fiat
Brazil Real,89817.977,fiat
Canadian Dollar,23539.066,fiat
Swiss Franc,16034.532,fiat
Chilean Peso,14778984.021,fiat
Chinese Yuan,119306.327,fiat
Czech Koruna,395111.648,fiat
Danish Krone,121094.798,fiat
Euro,16266.553,fiat
British Pound Sterling,13989.295,fiat
Hong Kong Dollar,133510.359,fiat
Hungarian Forint,6814711.827,fiat
Indonesian Rupiah,267550572.804,fiat
Israeli New Shekel,58627.75,fiat
Indian Rupee,1413649.74,fiat
Japanese Yen,2341903.237,fiat
South Korean Won,22364813.535,fiat
Kuwaiti Dinar,5260.49,fiat
Sri Lankan Rupee,6306060.481,fiat
Burmese Kyat,36034624.037,fiat
Mexican Peso,339123.737,fiat
Malaysian Ringgit,75508.488,fiat
Nigerian Naira,7610108.677,fiat
Norwegian Krone,171566.397,fiat
New Zealand Dollar,26738.475,fiat
Philippine Peso,949536.159,fiat
Pakistani Rupee,3855702.101,fiat
Polish Zloty,76349.567,fiat
Russian Ruble,1071968.505,fiat
Saudi Riyal,64475.915,fiat
Swedish Krona,177477.956,fiat
Singapore Dollar,23251.847,fiat
Thai Baht,593723.871,fiat
Turkish Lira,319817.502,fiat
New Taiwan Dollar,526573.753,fiat
Ukrainian hryvnia,630519.268,fiat
Venezuelan bolívar fuerte,1716.967,fiat
Vietnamese đồng,408107648.063,fiat
South African Rand,297582.322,fiat
IMF Special Drawing Rights,12946.906,fiat
Silver - Troy Ounce,730.297,commodity
Gold - Troy Ounce,9.54,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.511,crypto
Litecoin,223.447,crypto
Bitcoin Cash,157.013,crypto
Binance Coin,59.527,crypto
EOS,16432.999,crypto
XRP,44154.971,crypto
Lumens,200273.49,crypto
Chainlink,2496.839,crypto
Polkadot,3242.801,crypto
Yearn.finance,2.494,crypto
US Dollar,17149.64,fiat
United Arab Emirates Dirham,62990.63,fiat
Argentine Peso,2914209.538,fiat
Australian Dollar,25231.185,fiat
Bangladeshi Taka,1773651.455,fiat
Bahraini Dinar,6455.604,fiat
Bermudian Dollar,17149.64,fiat
Brazil Real,89829.817,fiat
Canadian Dollar,23542.169,fiat
Swiss Franc,16036.646,fiat
Chilean Peso,14780932.284,fiat
Chinese Yuan,119322.054,fiat
Czech Koruna,395163.734,fiat
Danish Krone,121110.762,fiat
Euro,16268.697,fiat
British Pound Sterling,13991.139,fiat
Hong Kong Dollar,133527.959,fiat
Hungarian Forint,6815610.187,fiat
Indonesian Rupiah,267585843.083,fiat
Israeli New Shekel,58635.478,fiat
Indian Rupee,1413836.097,fiat
Japanese Yen,2342211.962,fiat
South Korean Won,22367761.812,fiat
Kuwaiti Dinar,5261.183,fiat
Sri Lankan Rupee,6306891.787,fiat
Burmese Kyat,36039374.359,fiat
Mexican Peso,339168.443,fiat
Malaysian Ringgit,75518.442,fiat
Nigerian Naira,7611111.892,fiat
Norwegian Krone,171589.014,fiat
New Zealand Dollar,26742,fiat
Philippine Peso,949661.333,fiat
Pakistani Rupee,3856210.385,fiat
Polish Zloty,76359.632,fiat
Russian Ruble,1072109.819,fiat
Saudi Riyal,64484.415,fiat
Swedish Krona,177501.353,fiat
Singapore Dollar,23254.912,fiat
Thai Baht,593802.14,fiat
Turkish Lira,319859.662,fiat
New Taiwan Dollar,526643.169,fiat
Ukrainian hryvnia,630602.387,fiat
Venezuelan bolívar fuerte,1717.193,fiat
Vietnamese đồng,408161447.503,fiat
South African Rand,297621.552,fiat
IMF Special Drawing Rights,12948.613,fiat
Silver - Troy Ounce,730.394,commodity
Gold - Troy Ounce,9.542,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.509,crypto
Litecoin,223.386,crypto
Bitcoin Cash,157.006,crypto
Binance Coin,59.523,crypto
EOS,16432.001,crypto
XRP,44151.134,crypto
Lumens,200260.831,crypto
Chainlink,2495.23,crypto
Polkadot,3242.813,crypto
Yearn.finance,2.491,crypto
US Dollar,17149.888,fiat
United Arab Emirates Dirham,62991.541,fiat
Argentine Peso,2914251.696,fiat
Australian Dollar,25231.55,fiat
Bangladeshi Taka,1773677.114,fiat
Bahraini Dinar,6455.698,fiat
Bermudian Dollar,17149.888,fiat
Brazil Real,89831.117,fiat
Canadian Dollar,23542.509,fiat
Swiss Franc,16036.878,fiat
Chilean Peso,14781146.11,fiat
Chinese Yuan,119323.78,fiat
Czech Koruna,395169.451,fiat
Danish Krone,121112.514,fiat
Euro,16268.933,fiat
British Pound Sterling,13991.342,fiat
Hong Kong Dollar,133529.891,fiat
Hungarian Forint,6815708.784,fiat
Indonesian Rupiah,267589714.067,fiat
Israeli New Shekel,58636.327,fiat
Indian Rupee,1413856.55,fiat
Japanese Yen,2342245.846,fiat
South Korean Won,22368085.391,fiat
Kuwaiti Dinar,5261.26,fiat
Sri Lankan Rupee,6306983.025,fiat
Burmese Kyat,36039895.716,fiat
Mexican Peso,339173.349,fiat
Malaysian Ringgit,75519.535,fiat
Nigerian Naira,7611221.997,fiat
Norwegian Krone,171591.496,fiat
New Zealand Dollar,26742.387,fiat
Philippine Peso,949675.072,fiat
Pakistani Rupee,3856266.17,fiat
Polish Zloty,76360.737,fiat
Russian Ruble,1072125.329,fiat
Saudi Riyal,64485.348,fiat
Swedish Krona,177503.92,fiat
Singapore Dollar,23255.249,fiat
Thai Baht,593810.73,fiat
Turkish Lira,319864.289,fiat
New Taiwan Dollar,526650.788,fiat
Ukrainian hryvnia,630611.51,fiat
Venezuelan bolívar fuerte,1717.218,fiat
Vietnamese đồng,408167352.099,fiat
South African Rand,297625.857,fiat
IMF Special Drawing Rights,12948.8,fiat
Silver - Troy Ounce,730.404,commodity
Gold - Troy Ounce,9.542,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.511,crypto
Litecoin,223.386,crypto
Bitcoin Cash,157.004,crypto
Binance Coin,59.523,crypto
EOS,16432.001,crypto
XRP,44155.809,crypto
Lumens,200259.728,crypto
Chainlink,2495.23,crypto
Polkadot,3242.813,crypto
Yearn.finance,2.491,crypto
US Dollar,17149.992,fiat
United Arab Emirates Dirham,62991.923,fiat
Argentine Peso,2914269.393,fiat
Australian Dollar,25231.704,fiat
Bangladeshi Taka,1773687.885,fiat
Bahraini Dinar,6455.737,fiat
Bermudian Dollar,17149.992,fiat
Brazil Real,89831.662,fiat
Canadian Dollar,23542.652,fiat
Swiss Franc,16036.975,fiat
Chilean Peso,14781235.87,fiat
Chinese Yuan,119324.505,fiat
Czech Koruna,395171.851,fiat
Danish Krone,121113.249,fiat
Euro,16269.032,fiat
British Pound Sterling,13991.427,fiat
Hong Kong Dollar,133530.702,fiat
Hungarian Forint,6815750.173,fiat
Indonesian Rupiah,267591339.036,fiat
Israeli New Shekel,58636.683,fiat
Indian Rupee,1413865.136,fiat
Japanese Yen,2342260.069,fiat
South Korean Won,22368221.224,fiat
Kuwaiti Dinar,5261.291,fiat
Sri Lankan Rupee,6307021.325,fiat
Burmese Kyat,36040114.572,fiat
Mexican Peso,339175.409,fiat
Malaysian Ringgit,75519.993,fiat
Nigerian Naira,7611268.217,fiat
Norwegian Krone,171592.538,fiat
New Zealand Dollar,26742.549,fiat
Philippine Peso,949680.839,fiat
Pakistani Rupee,3856289.588,fiat
Polish Zloty,76361.2,fiat
Russian Ruble,1072131.839,fiat
Saudi Riyal,64485.739,fiat
Swedish Krona,177504.998,fiat
Singapore Dollar,23255.39,fiat
Thai Baht,593814.336,fiat
Turkish Lira,319866.232,fiat
New Taiwan Dollar,526653.986,fiat
Ukrainian hryvnia,630615.339,fiat
Venezuelan bolívar fuerte,1717.228,fiat
Vietnamese đồng,408169830.741,fiat
South African Rand,297627.665,fiat
IMF Special Drawing Rights,12948.879,fiat
Silver - Troy Ounce,730.409,commodity
Gold - Troy Ounce,9.542,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.511,crypto
Litecoin,223.108,crypto
Bitcoin Cash,156.988,crypto
Binance Coin,59.52,crypto
EOS,16439.54,crypto
XRP,44160.606,crypto
Lumens,200245.869,crypto
Chainlink,2493.641,crypto
Polkadot,3243.058,crypto
Yearn.finance,2.491,crypto
US Dollar,17144.95,fiat
United Arab Emirates Dirham,62973.403,fiat
Argentine Peso,2913412.561,fiat
Australian Dollar,25224.285,fiat
Bangladeshi Taka,1773166.398,fiat
Bahraini Dinar,6453.839,fiat
Bermudian Dollar,17144.95,fiat
Brazil Real,89805.251,fiat
Canadian Dollar,23535.73,fiat
Swiss Franc,16032.26,fiat
Chilean Peso,14776890,fiat
Chinese Yuan,119289.422,fiat
Czech Koruna,395055.665,fiat
Danish Krone,121077.64,fiat
Euro,16264.248,fiat
British Pound Sterling,13987.313,fiat
Hong Kong Dollar,133491.442,fiat
Hungarian Forint,6813746.257,fiat
Indonesian Rupiah,267512663.81,fiat
Israeli New Shekel,58619.443,fiat
Indian Rupee,1413449.442,fiat
Japanese Yen,2341571.415,fiat
South Korean Won,22361644.685,fiat
Kuwaiti Dinar,5259.745,fiat
Sri Lankan Rupee,6305166.981,fiat
Burmese Kyat,36029518.324,fiat
Mexican Peso,339075.687,fiat
Malaysian Ringgit,75497.789,fiat
Nigerian Naira,7609030.408,fiat
Norwegian Krone,171542.088,fiat
New Zealand Dollar,26734.687,fiat
Philippine Peso,949401.62,fiat
Pakistani Rupee,3855155.79,fiat
Polish Zloty,76338.749,fiat
Russian Ruble,1071816.619,fiat
Saudi Riyal,64466.78,fiat
Swedish Krona,177452.81,fiat
Singapore Dollar,23248.552,fiat
Thai Baht,593639.747,fiat
Turkish Lira,319772.187,fiat
New Taiwan Dollar,526499.143,fiat
Ukrainian hryvnia,630429.93,fiat
Venezuelan bolívar fuerte,1716.723,fiat
Vietnamese đồng,408049823.667,fiat
South African Rand,297540.158,fiat
IMF Special Drawing Rights,12945.072,fiat
Silver - Troy Ounce,730.194,commodity
Gold - Troy Ounce,9.539,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.51,crypto
Litecoin,222.97,crypto
Bitcoin Cash,156.984,crypto
Binance Coin,59.513,crypto
EOS,16455.955,crypto
XRP,44155.42,crypto
Lumens,200257.259,crypto
Chainlink,2491.286,crypto
Polkadot,3242.893,crypto
Yearn.finance,2.491,crypto
US Dollar,17144.949,fiat
United Arab Emirates Dirham,62973.398,fiat
Argentine Peso,2913412.345,fiat
Australian Dollar,25224.283,fiat
Bangladeshi Taka,1773166.266,fiat
Bahraini Dinar,6453.838,fiat
Bermudian Dollar,17144.949,fiat
Brazil Real,89805.244,fiat
Canadian Dollar,23535.729,fiat
Swiss Franc,16032.259,fiat
Chilean Peso,14776888.904,fiat
Chinese Yuan,119289.413,fiat
Czech Koruna,395055.636,fiat
Danish Krone,121077.631,fiat
Euro,16264.247,fiat
British Pound Sterling,13987.312,fiat
Hong Kong Dollar,133491.432,fiat
Hungarian Forint,6813745.751,fiat
Indonesian Rupiah,267512643.952,fiat
Israeli New Shekel,58619.438,fiat
Indian Rupee,1413449.337,fiat
Japanese Yen,2341571.241,fiat
South Korean Won,22361643.025,fiat
Kuwaiti Dinar,5259.744,fiat
Sri Lankan Rupee,6305166.513,fiat
Burmese Kyat,36029515.65,fiat
Mexican Peso,339075.662,fiat
Malaysian Ringgit,75497.784,fiat
Nigerian Naira,7609029.843,fiat
Norwegian Krone,171542.075,fiat
New Zealand Dollar,26734.685,fiat
Philippine Peso,949401.55,fiat
Pakistani Rupee,3855155.504,fiat
Polish Zloty,76338.744,fiat
Russian Ruble,1071816.539,fiat
Saudi Riyal,64466.775,fiat
Swedish Krona,177452.797,fiat
Singapore Dollar,23248.551,fiat
Thai Baht,593639.703,fiat
Turkish Lira,319772.163,fiat
New Taiwan Dollar,526499.104,fiat
Ukrainian hryvnia,630429.884,fiat
Venezuelan bolívar fuerte,1716.723,fiat
Vietnamese đồng,408049793.377,fiat
South African Rand,297540.136,fiat
IMF Special Drawing Rights,12945.071,fiat
Silver - Troy Ounce,730.194,commodity
Gold - Troy Ounce,9.539,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.51,crypto
Litecoin,222.606,crypto
Bitcoin Cash,156.98,crypto
Binance Coin,59.501,crypto
EOS,16461.495,crypto
XRP,44149.578,crypto
Lumens,200231.827,crypto
Chainlink,2489.469,crypto
Polkadot,3243.595,crypto
Yearn.finance,2.492,crypto
US Dollar,17144.133,fiat
United Arab Emirates Dirham,62970.402,fiat
Argentine Peso,2913273.735,fiat
Australian Dollar,25223.083,fiat
Bangladeshi Taka,1773081.905,fiat
Bahraini Dinar,6453.531,fiat
Bermudian Dollar,17144.133,fiat
Brazil Real,89800.971,fiat
Canadian Dollar,23534.609,fiat
Swiss Franc,16031.496,fiat
Chilean Peso,14776185.869,fiat
Chinese Yuan,119283.738,fiat
Czech Koruna,395036.84,fiat
Danish Krone,121071.871,fiat
Euro,16263.473,fiat
British Pound Sterling,13986.647,fiat
Hong Kong Dollar,133485.081,fiat
Hungarian Forint,6813421.576,fiat
Indonesian Rupiah,267499916.601,fiat
Israeli New Shekel,58616.649,fiat
Indian Rupee,1413382.089,fiat
Japanese Yen,2341459.837,fiat
South Korean Won,22360579.133,fiat
Kuwaiti Dinar,5259.494,fiat
Sri Lankan Rupee,6304866.534,fiat
Burmese Kyat,36027801.487,fiat
Mexican Peso,339059.53,fiat
Malaysian Ringgit,75494.192,fiat
Nigerian Naira,7608667.831,fiat
Norwegian Krone,171533.914,fiat
New Zealand Dollar,26733.413,fiat
Philippine Peso,949356.381,fiat
Pakistani Rupee,3854972.089,fiat
Polish Zloty,76335.112,fiat
Russian Ruble,1071765.546,fiat
Saudi Riyal,64463.708,fiat
Swedish Krona,177444.354,fiat
Singapore Dollar,23247.445,fiat
Thai Baht,593611.459,fiat
Turkish Lira,319756.95,fiat
New Taiwan Dollar,526474.055,fiat
Ukrainian hryvnia,630399.89,fiat
Venezuelan bolívar fuerte,1716.642,fiat
Vietnamese đồng,408030379.742,fiat
South African Rand,297525.98,fiat
IMF Special Drawing Rights,12944.455,fiat
Silver - Troy Ounce,730.159,commodity
Gold - Troy Ounce,9.539,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.514,crypto
Litecoin,222.61,crypto
Bitcoin Cash,157,crypto
Binance Coin,59.502,crypto
EOS,16472.177,crypto
XRP,44149.329,crypto
Lumens,200281.515,crypto
Chainlink,2490.655,crypto
Polkadot,3244.635,crypto
Yearn.finance,2.495,crypto
US Dollar,17144.819,fiat
United Arab Emirates Dirham,62972.922,fiat
Argentine Peso,2913390.325,fiat
Australian Dollar,25224.093,fiat
Bangladeshi Taka,1773152.864,fiat
Bahraini Dinar,6453.79,fiat
Bermudian Dollar,17144.819,fiat
Brazil Real,89804.565,fiat
Canadian Dollar,23535.551,fiat
Swiss Franc,16032.138,fiat
Chilean Peso,14776777.215,fiat
Chinese Yuan,119288.512,fiat
Czech Koruna,395052.65,fiat
Danish Krone,121076.716,fiat
Euro,16264.124,fiat
British Pound Sterling,13987.206,fiat
Hong Kong Dollar,133490.423,fiat
Hungarian Forint,6813694.25,fiat
Indonesian Rupiah,267510622.004,fiat
Israeli New Shekel,58618.995,fiat
Indian Rupee,1413438.653,fiat
Japanese Yen,2341553.543,fiat
South Korean Won,22361474.008,fiat
Kuwaiti Dinar,5259.704,fiat
Sri Lankan Rupee,6305118.857,fiat
Burmese Kyat,36029243.327,fiat
Mexican Peso,339073.099,fiat
Malaysian Ringgit,75497.213,fiat
Nigerian Naira,7608972.332,fiat
Norwegian Krone,171540.779,fiat
New Zealand Dollar,26734.483,fiat
Philippine Peso,949394.374,fiat
Pakistani Rupee,3855126.365,fiat
Polish Zloty,76338.167,fiat
Russian Ruble,1071808.438,fiat
Saudi Riyal,64466.288,fiat
Swedish Krona,177451.455,fiat
Singapore Dollar,23248.375,fiat
Thai Baht,593635.216,fiat
Turkish Lira,319769.746,fiat
New Taiwan Dollar,526495.125,fiat
Ukrainian hryvnia,630425.119,fiat
Venezuelan bolívar fuerte,1716.71,fiat
Vietnamese đồng,408046709.204,fiat
South African Rand,297537.887,fiat
IMF Special Drawing Rights,12944.973,fiat
Silver - Troy Ounce,730.188,commodity
Gold - Troy Ounce,9.539,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.516,crypto
Litecoin,222.61,crypto
Bitcoin Cash,157.009,crypto
Binance Coin,59.503,crypto
EOS,16473.508,crypto
XRP,44156.411,crypto
Lumens,200305.166,crypto
Chainlink,2490.655,crypto
Polkadot,3244.954,crypto
Yearn.finance,2.495,crypto
US Dollar,17144.825,fiat
United Arab Emirates Dirham,62972.944,fiat
Argentine Peso,2913391.321,fiat
Australian Dollar,25224.101,fiat
Bangladeshi Taka,1773153.471,fiat
Bahraini Dinar,6453.792,fiat
Bermudian Dollar,17144.825,fiat
Brazil Real,89804.596,fiat
Canadian Dollar,23535.559,fiat
Swiss Franc,16032.143,fiat
Chilean Peso,14776782.271,fiat
Chinese Yuan,119288.552,fiat
Czech Koruna,395052.785,fiat
Danish Krone,121076.758,fiat
Euro,16264.13,fiat
British Pound Sterling,13987.211,fiat
Hong Kong Dollar,133490.469,fiat
Hungarian Forint,6813696.582,fiat
Indonesian Rupiah,267510713.539,fiat
Israeli New Shekel,58619.015,fiat
Indian Rupee,1413439.137,fiat
Japanese Yen,2341554.344,fiat
South Korean Won,22361481.66,fiat
Kuwaiti Dinar,5259.706,fiat
Sri Lankan Rupee,6305121.014,fiat
Burmese Kyat,36029255.655,fiat
Mexican Peso,339073.215,fiat
Malaysian Ringgit,75497.239,fiat
Nigerian Naira,7608974.935,fiat
Norwegian Krone,171540.837,fiat
New Zealand Dollar,26734.492,fiat
Philippine Peso,949394.699,fiat
Pakistani Rupee,3855127.684,fiat
Polish Zloty,76338.193,fiat
Russian Ruble,1071808.805,fiat
Saudi Riyal,64466.31,fiat
Swedish Krona,177451.516,fiat
Singapore Dollar,23248.383,fiat
Thai Baht,593635.419,fiat
Turkish Lira,319769.856,fiat
New Taiwan Dollar,526495.305,fiat
Ukrainian hryvnia,630425.334,fiat
Venezuelan bolívar fuerte,1716.711,fiat
Vietnamese đồng,408046848.826,fiat
South African Rand,297537.989,fiat
IMF Special Drawing Rights,12944.977,fiat
Silver - Troy Ounce,730.189,commodity
Gold - Troy Ounce,9.539,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.517,crypto
Litecoin,222.797,crypto
Bitcoin Cash,157.014,crypto
Binance Coin,59.503,crypto
EOS,16490.373,crypto
XRP,44162.021,crypto
Lumens,200310.955,crypto
Chainlink,2492.239,crypto
Polkadot,3245.122,crypto
Yearn.finance,2.495,crypto
US Dollar,17144.838,fiat
United Arab Emirates Dirham,62972.991,fiat
Argentine Peso,2913393.512,fiat
Australian Dollar,25224.12,fiat
Bangladeshi Taka,1773154.804,fiat
Bahraini Dinar,6453.797,fiat
Bermudian Dollar,17144.838,fiat
Brazil Real,89804.663,fiat
Canadian Dollar,23535.577,fiat
Swiss Franc,16032.155,fiat
